,Idade,Genero,Estados,Cargo,Carreira,Faixa salarial,Experiencia,Raça
629,,,,,,,,
630,38.0,Masculino,Paraná (PR),Analista de BI,Júnior,7000.0,Mais de 10 anos,Parda
631,27.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,7000.0,Até 2 anos,Branca
632,33.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
633,,,,,,,,
634,,,,,,,,
635,,,,,,,,
636,22.0,Feminino,Minas Gerais (MG),Analista de BI,Júnior,1500.0,Até 2 anos,Parda
637,35.0,Masculino,São Paulo (SP),,,18000.0,de 4 a 6 anos,Branca
638,23.0,Feminino,Rio Grande do Sul (RS),Cientista de dados,Júnior,5000.0,de 3 a 4 anos,Branca
639,32.0,Masculino,Alagoas (AL),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca
640,27.0,Masculino,Rio Grande do Sul (RS),,,14000.0,de 3 a 4 anos,Branca
641,32.0,Masculino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Branca
642,34.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Sênior,27500.0,de 4 a 6 anos,Branca
643,25.0,Masculino,Paraná (PR),,,,,Outra
644,34.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca
645,34.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Parda
646,42.0,Masculino,São Paulo (SP),,,22500.0,Até 2 anos,Branca
647,25.0,Masculino,Distrito Federal (DF),,,,,Parda
648,36.0,Masculino,Santa Catarina (SC),Analista de BI,Pleno,3500.0,de 4 a 6 anos,Parda
649,33.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
650,30.0,Masculino,Ceará (CE),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Parda
651,40.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,18000.0,de 7 a 10 anos,Preta
652,28.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
653,34.0,Feminino,Pernambuco (PE),Analista de BI,Júnior,2500.0,Até 2 anos,Parda
654,33.0,Masculino,Rio de Janeiro (RJ),,,18000.0,de 7 a 10 anos,Branca
655,28.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Amarela
656,41.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,Mais de 10 anos,Branca
657,31.0,Masculino,São Paulo (SP),,,22500.0,de 7 a 10 anos,Branca
658,36.0,Masculino,Minas Gerais (MG),Analista de Dados,Sênior,10000.0,Até 2 anos,Branca
659,28.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca
660,36.0,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,de 7 a 10 anos,Branca
661,31.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,14000.0,Até 2 anos,Branca
662,35.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca
663,35.0,Feminino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca
664,24.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Parda
665,26.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca
666,24.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Parda
667,35.0,Feminino,Bahia (BA),Analista de BI,Júnior,5000.0,Até 2 anos,Branca
668,44.0,Masculino,Paraná (PR),,,22500.0,de 7 a 10 anos,Branca
669,33.0,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca
670,29.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
671,36.0,Feminino,São Paulo (SP),Analista de BI,Pleno,3500.0,Mais de 10 anos,Preta
672,31.0,Feminino,São Paulo (SP),Outra opção,Sênior,10000.0,de 3 a 4 anos,Não informado
673,27.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca
674,34.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 4 a 6 anos,Branca
675,26.0,Feminino,São Paulo (SP),,,18000.0,de 3 a 4 anos,Branca
676,20.0,Masculino,São Paulo (SP),,,,,Branca
677,25.0,Masculino,Paraná (PR),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
678,30.0,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca
679,37.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
680,29.0,Masculino,Santa Catarina (SC),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca
681,27.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,7000.0,Até 2 anos,Branca
682,27.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,de 3 a 4 anos,Branca
683,42.0,Feminino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Parda
684,47.0,Masculino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Parda
685,29.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,14000.0,de 4 a 6 anos,Branca
686,23.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,2500.0,Até 2 anos,Branca
687,30.0,Feminino,São Paulo (SP),Outra opção,Júnior,1500.0,Até 2 anos,Branca
688,31.0,Masculino,Distrito Federal (DF),,,,,Preta
689,33.0,Masculino,São Paulo (SP),,,22500.0,de 4 a 6 anos,Amarela
690,26.0,Feminino,Paraná (PR),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
691,24.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,3500.0,de 3 a 4 anos,Parda
692,41.0,Masculino,Mato Grosso do Sul (MS),Engenheiro de dados,Sênior,22500.0,Mais de 10 anos,Branca
693,22.0,Masculino,Espírito Santo (ES),Cientista de dados,Júnior,5000.0,Até 2 anos,Parda
694,30.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,3500.0,de 7 a 10 anos,Amarela
695,44.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Sênior,22500.0,Mais de 10 anos,Branca
696,30.0,Masculino,Mato Grosso (MT),Cientista de dados,Júnior,1500.0,Até 2 anos,Indígena
697,26.0,Masculino,Espírito Santo (ES),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Preta
698,30.0,Feminino,São Paulo (SP),,,22500.0,de 7 a 10 anos,Branca
699,40.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Branca
700,36.0,Masculino,Paraná (PR),Outra opção,Sênior,14000.0,Mais de 10 anos,Parda
701,38.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca
702,35.0,Masculino,Goiás (GO),Analista de BI,Pleno,2500.0,Até 2 anos,Preta
703,36.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 4 a 6 anos,Parda
704,29.0,Feminino,Minas Gerais (MG),Analista de BI,Sênior,7000.0,de 4 a 6 anos,Branca
705,32.0,Feminino,,Analista de Dados,Júnior,10000.0,Até 2 anos,Branca
706,23.0,Feminino,Rio de Janeiro (RJ),Cientista de dados,Júnior,5000.0,Até 2 anos,Parda
707,25.0,Masculino,Ceará (CE),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
708,28.0,Masculino,São Paulo (SP),,,10000.0,de 3 a 4 anos,Amarela
709,63.0,Masculino,São Paulo (SP),,,,,Parda
710,32.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca
711,30.0,Feminino,Alagoas (AL),Cientista de dados,Júnior,10000.0,Até 2 anos,Branca
712,32.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca
713,29.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Parda
714,31.0,Feminino,Minas Gerais (MG),,,7000.0,Até 2 anos,Branca
715,36.0,Masculino,Santa Catarina (SC),,,14000.0,Mais de 10 anos,Parda
716,29.0,Feminino,Minas Gerais (MG),,,,,Branca
717,25.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
718,38.0,Masculino,São Paulo (SP),,,27500.0,de 3 a 4 anos,Branca
719,53.0,Feminino,São Paulo (SP),,,40000.0,Mais de 10 anos,Amarela
720,,,,,,,,
721,29.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,22500.0,de 4 a 6 anos,Branca
722,22.0,Masculino,Paraná (PR),Analista de BI,Júnior,1500.0,Até 2 anos,Branca
723,39.0,Feminino,Paraíba (PB),,,,,Branca
724,27.0,Masculino,Santa Catarina (SC),Analista de BI,Pleno,5000.0,Até 2 anos,Branca
725,29.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca
726,47.0,Feminino,Ceará (CE),,,14000.0,Mais de 10 anos,Parda
727,57.0,Masculino,Mato Grosso (MT),,,7000.0,Mais de 10 anos,Parda
728,32.0,Masculino,Santa Catarina (SC),Analista de Dados,Sênior,18000.0,de 4 a 6 anos,Branca
729,27.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda
730,60.0,Masculino,Rio de Janeiro (RJ),,,27500.0,Mais de 10 anos,Branca
731,28.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca
732,42.0,Masculino,Rio de Janeiro (RJ),Outra opção,Júnior,1000.0,Até 2 anos,Parda
733,29.0,Feminino,Paraná (PR),Cientista de dados,Pleno,5000.0,de 3 a 4 anos,Branca
734,57.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Branca
735,37.0,Masculino,São Paulo (SP),,,35000.0,de 7 a 10 anos,Branca
736,27.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
737,29.0,Masculino,Sergipe (SE),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
738,44.0,Masculino,Paraná (PR),Analista de Dados,Sênior,14000.0,Mais de 10 anos,Parda
739,20.0,Masculino,Pernambuco (PE),Analista de BI,Júnior,1000.0,Até 2 anos,Parda
740,27.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Parda
741,41.0,Masculino,São Paulo (SP),,,27500.0,de 3 a 4 anos,Branca
742,27.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
743,29.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca
744,28.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Preta
745,51.0,Masculino,Minas Gerais (MG),,,18000.0,Até 2 anos,Parda
746,40.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,Até 2 anos,Parda
747,26.0,Masculino,São Paulo (SP),Outra opção,Sênior,10000.0,de 7 a 10 anos,Branca
748,25.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
749,44.0,Masculino,Paraná (PR),Analista de BI,Sênior,5000.0,de 7 a 10 anos,Branca
750,30.0,Masculino,Santa Catarina (SC),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca
751,39.0,Masculino,Bahia (BA),Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Branca
752,21.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Parda
753,30.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Branca
754,34.0,Masculino,Rio de Janeiro (RJ),,,10000.0,Mais de 10 anos,Parda
755,26.0,Masculino,Alagoas (AL),,,,,Preta
756,,,,,,,,
757,25.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Pleno,5000.0,de 3 a 4 anos,Branca
758,31.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,10000.0,Mais de 10 anos,Branca
759,27.0,Feminino,Paraná (PR),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca
760,29.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Parda
761,25.0,Masculino,Alagoas (AL),Cientista de dados,Sênior,18000.0,de 3 a 4 anos,Parda
762,37.0,Masculino,Paraná (PR),Analista de Dados,Sênior,14000.0,de 7 a 10 anos,Branca
763,28.0,Feminino,Mato Grosso (MT),Analista de BI,Sênior,5000.0,de 4 a 6 anos,Preta
764,55.0,Masculino,Rio de Janeiro (RJ),Outra opção,Sênior,14000.0,de 3 a 4 anos,Branca
765,32.0,Masculino,São Paulo (SP),,,,,Parda
766,29.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca
767,37.0,Masculino,Santa Catarina (SC),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Parda
768,28.0,Masculino,Paraná (PR),,,,,Branca
769,28.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,de 3 a 4 anos,Preta
770,37.0,Feminino,São Paulo (SP),,,,,Parda
771,31.0,Masculino,São Paulo (SP),,,18000.0,de 4 a 6 anos,Branca
772,26.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca
773,31.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
774,27.0,Masculino,Paraná (PR),,,,,Branca
775,30.0,Feminino,São Paulo (SP),,,,,Parda
776,31.0,Masculino,Ceará (CE),,,,,Branca
777,26.0,Masculino,Rio Grande do Norte (RN),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca
778,34.0,Masculino,Alagoas (AL),Analista de Dados,Pleno,3500.0,de 7 a 10 anos,Parda
779,44.0,Masculino,Rio de Janeiro (RJ),,,,,Branca
780,38.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Até 2 anos,Parda
781,40.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,18000.0,de 3 a 4 anos,Preta
782,23.0,Masculino,Paraná (PR),Analista de Dados,Pleno,10000.0,Até 2 anos,Branca
783,28.0,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,27500.0,de 7 a 10 anos,Parda
784,40.0,Masculino,Ceará (CE),,,7000.0,Mais de 10 anos,Parda
785,43.0,Masculino,Maranhão (MA),,,14000.0,Até 2 anos,Parda
786,23.0,Feminino,São Paulo (SP),,,,,Branca
787,38.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Parda
788,36.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca
789,24.0,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Branca
790,41.0,Masculino,,Analista de Dados,Pleno,40000.0,de 4 a 6 anos,Branca
791,30.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca
792,23.0,Masculino,Bahia (BA),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca
793,23.0,Masculino,Paraná (PR),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
794,27.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,Até 2 anos,Branca
795,29.0,Masculino,Distrito Federal (DF),Cientista de dados,Sênior,18000.0,de 7 a 10 anos,Branca
796,31.0,Masculino,Alagoas (AL),Cientista de dados,Pleno,5000.0,Até 2 anos,Preta
797,50.0,Masculino,Bahia (BA),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca
798,29.0,Feminino,Rio Grande do Norte (RN),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca
799,35.0,Feminino,Paraná (PR),Analista de Dados,Sênior,14000.0,de 7 a 10 anos,Parda
800,46.0,Feminino,São Paulo (SP),,,,,Branca
801,30.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Pleno,5000.0,de 4 a 6 anos,Branca
802,31.0,Masculino,,,,22500.0,de 4 a 6 anos,Branca
803,27.0,Feminino,Bahia (BA),,,,,Branca
804,21.0,Masculino,Rio Grande do Sul (RS),,,,,Branca
805,32.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,10000.0,de 3 a 4 anos,Branca
806,30.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
807,27.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,3500.0,Até 2 anos,Branca
808,,,,,,,,
809,43.0,Masculino,Distrito Federal (DF),,,18000.0,Mais de 10 anos,Branca
810,34.0,Feminino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca
811,34.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,de 4 a 6 anos,Branca
812,27.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,5000.0,Até 2 anos,Preta
813,35.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca
814,23.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,7000.0,Até 2 anos,Branca
815,50.0,Masculino,Pernambuco (PE),,,18000.0,Mais de 10 anos,Branca
816,,,,,,,,
817,35.0,Feminino,Minas Gerais (MG),Outra opção,Pleno,3500.0,Até 2 anos,Parda
818,31.0,Feminino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Branca
819,35.0,Masculino,São Paulo (SP),,,,,Amarela
820,43.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca
821,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,7000.0,Até 2 anos,Branca
822,35.0,Feminino,Rio de Janeiro (RJ),Cientista de dados,Pleno,14000.0,Até 2 anos,Branca
823,36.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca
824,26.0,Masculino,São Paulo (SP),Analista de BI,Pleno,10000.0,de 4 a 6 anos,Branca
825,43.0,Masculino,Rio de Janeiro (RJ),Outra opção,Sênior,27500.0,Até 2 anos,Branca
826,38.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Branca
827,29.0,Feminino,Pernambuco (PE),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca
828,31.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
829,22.0,Masculino,Sergipe (SE),Outra opção,Pleno,1000.0,Até 2 anos,Preta
830,38.0,Feminino,Santa Catarina (SC),Analista de Dados,Júnior,3500.0,Até 2 anos,Preta
831,38.0,Masculino,Rio de Janeiro (RJ),Outra opção,Sênior,7000.0,Até 2 anos,Branca
832,21.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Júnior,1500.0,Até 2 anos,Branca
833,27.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
834,29.0,Masculino,Rio Grande do Sul (RS),,,,,Branca
835,,,,,,,,
836,49.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Parda
837,28.0,Masculino,Espírito Santo (ES),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Preta
838,26.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca
839,27.0,Masculino,Minas Gerais (MG),Outra opção,Júnior,10000.0,Até 2 anos,Branca
840,27.0,Masculino,Sergipe (SE),Cientista de dados,Pleno,5000.0,Até 2 anos,Preta
841,34.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,3500.0,Até 2 anos,Branca
842,34.0,Masculino,Santa Catarina (SC),,,,,Parda
843,40.0,Masculino,Paraná (PR),,,10000.0,de 7 a 10 anos,Branca
844,35.0,Feminino,São Paulo (SP),Outra opção,Pleno,5000.0,Até 2 anos,Branca
845,27.0,Masculino,Espírito Santo (ES),Cientista de dados,Pleno,14000.0,de 3 a 4 anos,Branca
846,39.0,Masculino,Bahia (BA),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca
847,38.0,Masculino,Maranhão (MA),Outra opção,Sênior,10000.0,Até 2 anos,Parda
848,31.0,Feminino,Pernambuco (PE),,,,,Branca
849,27.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca
850,24.0,Masculino,Mato Grosso (MT),Analista de Dados,Sênior,7000.0,de 4 a 6 anos,Branca
851,26.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca
852,34.0,Masculino,Goiás (GO),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca
853,31.0,Masculino,Rio Grande do Sul (RS),,,,,Branca
854,26.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 7 a 10 anos,Branca
855,30.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca
856,32.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda
857,26.0,Masculino,Pará (PA),,,14000.0,de 3 a 4 anos,Branca
858,33.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Preta
859,21.0,Masculino,Goiás (GO),,,,,Branca
860,,,,,,,,
861,37.0,Feminino,Paraná (PR),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Preta
862,30.0,Masculino,Espírito Santo (ES),,,14000.0,de 4 a 6 anos,Parda
863,33.0,Feminino,,Engenheiro de dados,Pleno,35000.0,de 4 a 6 anos,Branca
864,30.0,Masculino,Minas Gerais (MG),,,,,Branca
865,21.0,Masculino,Bahia (BA),Engenheiro de dados,Júnior,1000.0,Até 2 anos,Branca
866,33.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca
867,28.0,Feminino,São Paulo (SP),Analista de BI,Sênior,14000.0,de 4 a 6 anos,Parda
868,25.0,Masculino,Rio Grande do Norte (RN),Analista de BI,Pleno,5000.0,Até 2 anos,Parda
869,30.0,Masculino,Sergipe (SE),Cientista de dados,Júnior,10000.0,Até 2 anos,Branca
870,34.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Preta
871,33.0,Masculino,Espírito Santo (ES),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca
872,40.0,Masculino,São Paulo (SP),Outra opção,Pleno,18000.0,de 3 a 4 anos,Parda
873,32.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
874,26.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
875,49.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
876,43.0,Masculino,Santa Catarina (SC),Analista de Dados,Sênior,14000.0,Mais de 10 anos,Branca
877,39.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
878,27.0,Masculino,,Engenheiro de dados,Sênior,35000.0,de 3 a 4 anos,Branca
879,38.0,Masculino,São Paulo (SP),Outra opção,Sênior,2500.0,Até 2 anos,Preta
880,29.0,Masculino,São Paulo (SP),Analista de BI,Pleno,10000.0,Até 2 anos,Parda
881,27.0,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca
882,38.0,Feminino,Distrito Federal (DF),Cientista de dados,Júnior,10000.0,Até 2 anos,Branca
883,42.0,Masculino,Minas Gerais (MG),,,22500.0,Mais de 10 anos,Preta
884,23.0,Masculino,Rio Grande do Sul (RS),Outra opção,Pleno,5000.0,de 3 a 4 anos,Branca
885,24.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Parda
886,24.0,Feminino,Santa Catarina (SC),Analista de BI,Júnior,2500.0,Até 2 anos,Branca
887,32.0,Masculino,São Paulo (SP),,,22500.0,de 4 a 6 anos,Branca
888,24.0,Masculino,Ceará (CE),,,,,Parda
889,38.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
890,34.0,Masculino,São Paulo (SP),,,18000.0,de 4 a 6 anos,Branca
891,28.0,Masculino,Espírito Santo (ES),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Parda
892,43.0,Masculino,São Paulo (SP),,,22500.0,Até 2 anos,Parda
893,51.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,Mais de 10 anos,Parda
894,48.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Preta
895,36.0,Masculino,Santa Catarina (SC),Analista de BI,Sênior,14000.0,de 7 a 10 anos,Branca
896,25.0,Feminino,Rio de Janeiro (RJ),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
897,35.0,Feminino,Goiás (GO),Analista de Dados,Júnior,1500.0,Até 2 anos,Parda
898,29.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
899,36.0,Masculino,Rio Grande do Sul (RS),,,18000.0,de 7 a 10 anos,Branca
900,28.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca
901,46.0,Masculino,Rio Grande do Sul (RS),,,27500.0,Mais de 10 anos,Branca
902,29.0,Feminino,Espírito Santo (ES),Analista de BI,Pleno,7000.0,Até 2 anos,Branca
903,26.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
904,36.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Branca
905,27.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,Até 2 anos,Parda
906,31.0,Masculino,Ceará (CE),,,1500.0,Até 2 anos,Branca
907,27.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca
908,30.0,Feminino,São Paulo (SP),,,18000.0,de 4 a 6 anos,Branca
909,73.0,Masculino,Rio Grande do Norte (RN),,,,,Branca
910,27.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,Até 2 anos,Parda
911,24.0,Feminino,São Paulo (SP),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca
912,,,,,,,,
913,25.0,Masculino,São Paulo (SP),Outra opção,Júnior,1500.0,Até 2 anos,Branca
914,34.0,Feminino,,,,5000.0,Até 2 anos,Branca
915,31.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
916,28.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,Até 2 anos,Parda
917,31.0,Masculino,Paraná (PR),Outra opção,Sênior,18000.0,de 4 a 6 anos,Branca
918,25.0,Outro,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Branca
919,24.0,Feminino,,Analista de BI,Pleno,7000.0,Até 2 anos,Branca
920,32.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda
921,28.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,5000.0,de 4 a 6 anos,Branca
922,31.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Amarela
923,25.0,Masculino,Rio de Janeiro (RJ),,,,,Branca
924,33.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Branca
925,24.0,Masculino,Bahia (BA),Cientista de dados,Pleno,10000.0,Até 2 anos,Parda
926,32.0,Masculino,,Cientista de dados,Sênior,40000.0,de 3 a 4 anos,Branca
